zone,state,lga,sector,ea,hhid,Sec9_resp,s9q1a,s9q1b,s9q1c,s9q1d,s9q1e,s9q1f,s9q1g,s9q1h,s9q1i,s9q1j,s9q2a,s9q2b1,s9q2b,s9q4,s9q5__0,s9q5__1,s9q5__2,s9q5__3,s9q5__4,s9q5__5,s9q5__6,s9q5__7,s9q5__8,s9q5__9,s9q5__10,s9q5__11,s9q5__12,s9q5__13,s9q5__14,s9q5__15,s9q5__16,s9q5__17,s9q5__18,s9q5__19,s9q6_1,s9q6_2,s9q6_3,s9q6_os
6. South West,24. Lagos,2419. SHOMOLU,1. URBAN,330,240089,4,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,1. YES,1. YES,2,3,,1. YES,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,12. LACK OF MONEY,,,
6. South West,24. Lagos,2419. SHOMOLU,1. URBAN,330,240090,5101,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,3,3,,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,5. FOOD IN THE MARKET WAS VERY EXPENSIVE,12. LACK OF MONEY,6. UNABLE TO REACH THE MARKET DUE TO HIGH TRANSPORTATION COSTS,
6. South West,24. Lagos,2405. APAPA,1. URBAN,134,240113,1,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,1. YES,2. NO,3,3,3,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2405. APAPA,1. URBAN,134,240114,5,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2405. APAPA,1. URBAN,134,240115,3,2. NO,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2418. OSHODI,1. URBAN,0,240116,201,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,2,,,1. YES,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12. LACK OF MONEY,,,
6. South West,24. Lagos,2405. APAPA,1. URBAN,0,240117,2,1. YES,2. NO,2. NO,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,2,2,3,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,16. Imo,1626. OWERRI WEST,1. URBAN,0,240118,1,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,1. YES,2. NO,3,,,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12. LACK OF MONEY,,,
6. South West,24. Lagos,2405. APAPA,1. URBAN,134,240119,1,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,3,3,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2413. KOSOFE,1. URBAN,306,240122,2,2. NO,2. NO,1. YES,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,3,3,,1. YES,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5. FOOD IN THE MARKET WAS VERY EXPENSIVE,12. LACK OF MONEY,96. OTHER (SPECIFY),POOR ECONOMY CONDITION
6. South West,27. Ogun,2707. IFO,1. URBAN,0,240123,4,2. NO,2. NO,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,1. YES,3,3,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2413. KOSOFE,1. URBAN,306,240124,1,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2413. KOSOFE,1. URBAN,306,240125,2,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,1. YES,1. YES,2. NO,2. NO,2,3,,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12. LACK OF MONEY,,,
6. South West,27. Ogun,2715. OBAFEMI OWE,1. URBAN,0,240126,5101,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,3,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2413. KOSOFE,1. URBAN,306,240127,2,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,3,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2413. KOSOFE,1. URBAN,306,240128,2,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,1. YES,2. NO,2,2,,1. YES,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,12. LACK OF MONEY,,,
6. South West,24. Lagos,2413. KOSOFE,1. URBAN,306,240129,2,1. YES,2. NO,1. YES,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,1. YES,3,3,3,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2401. AGEGE,1. URBAN,396,249001,2,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,1. YES,2. NO,2,3,,1. YES,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,13. LACK OF ACCESS TO MONEY AT THE BANK DUE TO NAIRA REDESIGN,12. LACK OF MONEY,5. FOOD IN THE MARKET WAS VERY EXPENSIVE,
6. South West,27. Ogun,2707. IFO,1. URBAN,0,249006,1,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2401. AGEGE,1. URBAN,396,249008,1701,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,1. YES,1. YES,2,3,,1. YES,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,12. LACK OF MONEY,5. FOOD IN THE MARKET WAS VERY EXPENSIVE,6. UNABLE TO REACH THE MARKET DUE TO HIGH TRANSPORTATION COSTS,
6. South West,24. Lagos,2401. AGEGE,1. URBAN,396,249009,1,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,3,,,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,5. FOOD IN THE MARKET WAS VERY EXPENSIVE,,,
6. South West,24. Lagos,2401. AGEGE,1. URBAN,396,249010,2,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2401. AGEGE,1. URBAN,396,249012,2,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,3,3,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,16. Imo,1625. OWERRI NORTH,1. URBAN,0,249013,2,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2,2,2,1. YES,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,7. NO FOOD IN THE MARKET,13. LACK OF ACCESS TO MONEY AT THE BANK DUE TO NAIRA REDESIGN,,
6. South West,24. Lagos,2401. AGEGE,1. URBAN,884,249015,2,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,2,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2401. AGEGE,1. URBAN,884,249016,1,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,3,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
5. South South,12. Edo,1207. ETSAKO CENTRAL,1. URBAN,0,249019,3,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,3,5,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2401. AGEGE,1. URBAN,0,249021,1,2. NO,2. NO,1. YES,1. YES,2. NO,1. YES,2. NO,2. NO,1. YES,2. NO,2,3,3,1. YES,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,13. LACK OF ACCESS TO MONEY AT THE BANK DUE TO NAIRA REDESIGN,12. LACK OF MONEY,5. FOOD IN THE MARKET WAS VERY EXPENSIVE,
6. South West,24. Lagos,2401. AGEGE,1. URBAN,884,249022,2,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2,,,1. YES,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,12. LACK OF MONEY,,,
6. South West,24. Lagos,2401. AGEGE,1. URBAN,884,249023,2,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,1. YES,2. NO,2,3,6,1. YES,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,12. LACK OF MONEY,5. FOOD IN THE MARKET WAS VERY EXPENSIVE,,
6. South West,24. Lagos,2401. AGEGE,1. URBAN,1664,249025,2,1. YES,2. NO,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,1. YES,2. NO,3,,6,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2401. AGEGE,1. URBAN,1664,249026,1,1. YES,1. YES,1. YES,2. NO,1. YES,1. YES,1. YES,2. NO,1. YES,2. NO,3,3,,1. YES,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,5. FOOD IN THE MARKET WAS VERY EXPENSIVE,,,
6. South West,24. Lagos,2401. AGEGE,1. URBAN,1664,249027,1,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,2,,,1. YES,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12. LACK OF MONEY,,,
6. South West,24. Lagos,2401. AGEGE,1. URBAN,1664,249029,1,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,3,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2401. AGEGE,1. URBAN,1664,249031,2,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2,3,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2401. AGEGE,1. URBAN,1664,249032,2,1. YES,2. NO,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,2,3,,1. YES,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,13. LACK OF ACCESS TO MONEY AT THE BANK DUE TO NAIRA REDESIGN,12. LACK OF MONEY,5. FOOD IN THE MARKET WAS VERY EXPENSIVE,
6. South West,24. Lagos,2401. AGEGE,1. URBAN,1664,249033,1,2. NO,1. YES,1. YES,2. NO,1. YES,2. NO,2. NO,2. NO,1. YES,2. NO,3,,3,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2401. AGEGE,1. URBAN,1664,249034,2,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,1. YES,1. YES,1. YES,2. NO,2,3,3,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2401. AGEGE,1. URBAN,1664,249035,2,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,1. YES,2. NO,1. YES,2. NO,2,3,5,1. YES,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12. LACK OF MONEY,5. FOOD IN THE MARKET WAS VERY EXPENSIVE,,
6. South West,24. Lagos,2403. ALIMOSHO,1. URBAN,1444,249037,2,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,3,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2403. ALIMOSHO,1. URBAN,1444,249038,2,1. YES,2. NO,2. NO,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,3,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2403. ALIMOSHO,1. URBAN,1444,249040,2,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,1. YES,2. NO,2,3,,1. YES,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,5. FOOD IN THE MARKET WAS VERY EXPENSIVE,,,
6. South West,24. Lagos,2403. ALIMOSHO,1. URBAN,1444,249041,1,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2403. ALIMOSHO,1. URBAN,1444,249042,2,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,3,5,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2403. ALIMOSHO,1. URBAN,1444,249046,1,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,3,3,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,28. Ondo,2814. OKITIPUPA,1. URBAN,0,249047,2,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,1. YES,2. NO,3,3,,1. YES,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,12. LACK OF MONEY,,,
6. South West,24. Lagos,2403. ALIMOSHO,1. URBAN,1444,249048,2,2. NO,2. NO,2. NO,1. YES,1. YES,2. NO,2. NO,2. NO,1. YES,2. NO,2,3,3,1. YES,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,12. LACK OF MONEY,13. LACK OF ACCESS TO MONEY AT THE BANK DUE TO NAIRA REDESIGN,5. FOOD IN THE MARKET WAS VERY EXPENSIVE,
6. South West,24. Lagos,2404. AMUWO ODOFIN,1. URBAN,1342,249049,1,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2404. AMUWO ODOFIN,1. URBAN,1342,249051,2,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,1. YES,2,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2404. AMUWO ODOFIN,1. URBAN,1342,249053,2,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,1. YES,2. NO,2,3,,1. YES,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,12. LACK OF MONEY,,,
6. South West,24. Lagos,2404. AMUWO ODOFIN,1. URBAN,1342,249056,1,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,1. YES,2. NO,3,3,,1. YES,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,12. LACK OF MONEY,,,
6. South West,24. Lagos,2404. AMUWO ODOFIN,1. URBAN,1342,249057,2,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,3,3,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2404. AMUWO ODOFIN,1. URBAN,1342,249058,2,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2404. AMUWO ODOFIN,1. URBAN,1342,249059,2,2. NO,2. NO,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2405. APAPA,1. URBAN,152,249061,2,1. YES,1. YES,1. YES,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2,2,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2406. BADAGRY,1. URBAN,0,249063,2,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2405. APAPA,1. URBAN,152,249065,2,1. YES,1. YES,2. NO,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2715. OBAFEMI OWE,1. URBAN,0,249066,1,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,1. YES,2. NO,2. NO,2. NO,2,,,1. YES,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,12. LACK OF MONEY,,,
6. South West,24. Lagos,2405. APAPA,1. URBAN,152,249067,2,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,3,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2405. APAPA,1. URBAN,152,249068,2,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2,3,3,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2405. APAPA,1. URBAN,152,249069,4,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2405. APAPA,1. URBAN,152,249070,1,2. NO,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,3,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2405. APAPA,1. URBAN,152,249071,2,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2,3,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2405. APAPA,1. URBAN,152,249072,2,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,3,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2405. APAPA,1. URBAN,588,249073,1,1. YES,1. YES,1. YES,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2,3,3,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2405. APAPA,1. URBAN,588,249074,1301,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2,3,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2405. APAPA,1. URBAN,588,249075,2,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2,2,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2405. APAPA,1. URBAN,588,249077,2,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,1. YES,1. YES,3,2,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2405. APAPA,1. URBAN,588,249078,1,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,3,,4,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,29. Osun,2922. IWO,1. URBAN,0,249079,1,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,1. YES,2. NO,2,,,1. YES,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12. LACK OF MONEY,,,
6. South West,24. Lagos,2415. LAGOS MAINLAN,1. URBAN,0,249081,1,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2,3,,1. YES,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5. FOOD IN THE MARKET WAS VERY EXPENSIVE,12. LACK OF MONEY,,
6. South West,24. Lagos,2415. LAGOS MAINLAN,1. URBAN,0,249083,2,1. YES,1. YES,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,3,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
1. North Central,23. Kwara,2308. ILORIN WEST,1. URBAN,0,249084,1,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2405. APAPA,1. URBAN,1292,249085,2,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2,3,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2405. APAPA,1. URBAN,1292,249088,1,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,3,3,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2405. APAPA,1. URBAN,1292,249089,2,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,3,3,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2405. APAPA,1. URBAN,1292,249090,1,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,3,3,4,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2405. APAPA,1. URBAN,1292,249091,2,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,3,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2405. APAPA,1. URBAN,1292,249093,2,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2,3,3,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2405. APAPA,1. URBAN,1292,249094,2,1. YES,2. NO,1. YES,1. YES,1. YES,2. NO,1. YES,1. YES,1. YES,1. YES,4,3,5,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2405. APAPA,1. URBAN,1292,249095,2,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,3,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2405. APAPA,1. URBAN,1292,249096,2,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,4,4,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2410. IFAKO IJAIYE,1. URBAN,2522,249098,2,1. YES,1. YES,1. YES,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2410. IFAKO IJAIYE,1. URBAN,2522,249102,1,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2410. IFAKO IJAIYE,1. URBAN,2522,249103,2,1. YES,1. YES,1. YES,2. NO,1. YES,1. YES,2. NO,2. NO,1. YES,2. NO,2,3,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2410. IFAKO IJAIYE,1. URBAN,2522,249104,2,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,3,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2410. IFAKO IJAIYE,1. URBAN,2522,249105,1,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,1. YES,2. NO,1. YES,1. YES,2,,,1. YES,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,12. LACK OF MONEY,,,
6. South West,24. Lagos,2410. IFAKO IJAIYE,1. URBAN,2522,249106,1,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,3,3,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2703. ADOODO OTA,1. URBAN,0,249107,1,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,,3,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2410. IFAKO IJAIYE,1. URBAN,2522,249108,1,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,2,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2415. LAGOS MAINLAN,1. URBAN,550,249109,2,1. YES,2. NO,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,1. YES,2. NO,3,3,3,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2415. LAGOS MAINLAN,1. URBAN,550,249111,2,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,3,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2415. LAGOS MAINLAN,1. URBAN,550,249112,1,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,,3,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2415. LAGOS MAINLAN,1. URBAN,550,249113,1,2. NO,2. NO,2. NO,1. YES,1. YES,2. NO,2. NO,2. NO,1. YES,2. NO,2,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2415. LAGOS MAINLAN,1. URBAN,550,249114,1,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2415. LAGOS MAINLAN,1. URBAN,550,249115,2,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,3,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2415. LAGOS MAINLAN,1. URBAN,550,249116,2,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2415. LAGOS MAINLAN,1. URBAN,550,249117,2,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,1. YES,2. NO,3,3,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2409. IBEJU LEKKI,1. URBAN,0,249119,1,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,,3,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2415. LAGOS MAINLAN,1. URBAN,550,249120,2,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2416. MUSHIN,1. URBAN,176,249121,2,2. NO,2. NO,1. YES,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,3,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
