zone,state,lga,sector,ea,hhid,Sec9_resp,s9q1a,s9q1b,s9q1c,s9q1d,s9q1e,s9q1f,s9q1g,s9q1h,s9q1i,s9q1j,s9q2a,s9q2b1,s9q2b,s9q4,s9q5__0,s9q5__1,s9q5__2,s9q5__3,s9q5__4,s9q5__5,s9q5__6,s9q5__7,s9q5__8,s9q5__9,s9q5__10,s9q5__11,s9q5__12,s9q5__13,s9q5__14,s9q5__15,s9q5__16,s9q5__17,s9q5__18,s9q5__19,s9q6_1,s9q6_2,s9q6_3,s9q6_os
6. South West,24. Lagos,2416. MUSHIN,1. URBAN,176,249122,1,1. YES,2. NO,2. NO,1. YES,2. NO,2. NO,1. YES,2. NO,2. NO,2. NO,2,2,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2416. MUSHIN,1. URBAN,176,249124,1,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,3,3,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2416. MUSHIN,1. URBAN,176,249125,2,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,3,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2416. MUSHIN,1. URBAN,176,249126,1,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2416. MUSHIN,1. URBAN,176,249127,2,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2416. MUSHIN,1. URBAN,176,249130,4,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2416. MUSHIN,1. URBAN,176,249131,1,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,3,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
1. North Central,23. Kwara,2301. ASA,1. URBAN,0,249133,1,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,1. YES,2. NO,1. YES,2. NO,2,2,,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,5. FOOD IN THE MARKET WAS VERY EXPENSIVE,12. LACK OF MONEY,,
6. South West,24. Lagos,2416. MUSHIN,1. URBAN,2028,249135,1,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2416. MUSHIN,1. URBAN,2028,249136,2,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2416. MUSHIN,1. URBAN,2028,249139,1,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2416. MUSHIN,1. URBAN,2028,249141,2,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,2. NO,2,3,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2416. MUSHIN,1. URBAN,2028,249142,2,2. NO,1. YES,1. YES,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,3,3,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2416. MUSHIN,1. URBAN,2028,249143,3,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2,,3,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2416. MUSHIN,1. URBAN,2028,249144,1,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2,,3,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2418. OSHODI,1. URBAN,920,249145,4,1. YES,1. YES,1. YES,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2418. OSHODI,1. URBAN,920,249147,2,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,3,3,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2418. OSHODI,1. URBAN,920,249148,2,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,1. YES,2. NO,3,3,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2418. OSHODI,1. URBAN,920,249149,2,1. YES,1. YES,1. YES,2. NO,1. YES,2. NO,2. NO,2. NO,1. YES,2. NO,2,3,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2418. OSHODI,1. URBAN,920,249150,1,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2418. OSHODI,1. URBAN,920,249151,2,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,3,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2418. OSHODI,1. URBAN,920,249152,2,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,1. YES,2. NO,2,3,6,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2418. OSHODI,1. URBAN,920,249154,2,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2703. ADOODO OTA,1. URBAN,0,249155,2,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,4,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2418. OSHODI,1. URBAN,920,249156,2,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,1. YES,2. NO,3,3,,1. YES,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,12. LACK OF MONEY,,,
6. South West,24. Lagos,2408. ETI OSA,1. URBAN,0,249157,1,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,,,1. YES,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5. FOOD IN THE MARKET WAS VERY EXPENSIVE,12. LACK OF MONEY,13. LACK OF ACCESS TO MONEY AT THE BANK DUE TO NAIRA REDESIGN,
6. South West,24. Lagos,2418. OSHODI,1. URBAN,1090,249159,1,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2,3,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2418. OSHODI,1. URBAN,1090,249161,1,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2418. OSHODI,1. URBAN,1090,249162,2,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2418. OSHODI,1. URBAN,1090,249163,1,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2418. OSHODI,1. URBAN,1090,249164,1,2. NO,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2,3,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2409. IBEJU LEKKI,1. URBAN,0,249166,1,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2418. OSHODI,1. URBAN,1090,249167,1,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2418. OSHODI,1. URBAN,2276,249182,2,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2,3,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2418. OSHODI,1. URBAN,2276,249183,1,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2418. OSHODI,1. URBAN,0,249185,3,1. YES,1. YES,1. YES,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2,,,1. YES,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,5. FOOD IN THE MARKET WAS VERY EXPENSIVE,,,
6. South West,24. Lagos,2418. OSHODI,1. URBAN,2276,249186,1,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2,3,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2418. OSHODI,1. URBAN,2276,249187,3,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2418. OSHODI,1. URBAN,2276,249188,2,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,3,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2418. OSHODI,1. URBAN,2276,249189,1,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2,3,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2418. OSHODI,1. URBAN,2276,249190,1,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,3,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2418. OSHODI,1. URBAN,2276,249191,4,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2,3,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2418. OSHODI,1. URBAN,2276,249192,2,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2419. SHOMOLU,1. URBAN,488,249195,2,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2715. OBAFEMI OWE,1. URBAN,0,249196,1,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,4,4,5,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2419. SHOMOLU,1. URBAN,488,249198,1,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2419. SHOMOLU,1. URBAN,488,249199,1,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,3,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
5. South South,9. Cross River,907. BOKI,1. URBAN,0,249201,3,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,1. YES,1. YES,3,,,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1. INADEQUATE HOUSEHOLD FOOD STOCKS DUE TO DROUGHT/ POOR RAINS,,,
6. South West,24. Lagos,2419. SHOMOLU,1. URBAN,488,249202,1,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2419. SHOMOLU,1. URBAN,488,249203,2,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2,3,3,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2419. SHOMOLU,1. URBAN,488,249204,1,1. YES,2. NO,1. YES,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2,2,3,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2420. SURULERE (LAGOS),1. URBAN,10,249205,2,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,1. YES,1. YES,2,3,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2420. SURULERE (LAGOS),1. URBAN,10,249208,2,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2420. SURULERE (LAGOS),1. URBAN,10,249210,1,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,3,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2420. SURULERE (LAGOS),1. URBAN,10,249211,2,1. YES,2. NO,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,1. YES,2. NO,2,3,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2420. SURULERE (LAGOS),1. URBAN,10,249213,1,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2,3,3,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2420. SURULERE (LAGOS),1. URBAN,10,249214,2,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,1. YES,2. NO,2. NO,2. NO,2,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2420. SURULERE (LAGOS),1. URBAN,10,249215,4,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2,3,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2420. SURULERE (LAGOS),1. URBAN,10,249216,2,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2420. SURULERE (LAGOS),1. URBAN,300,249218,2,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,3,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2420. SURULERE (LAGOS),1. URBAN,300,249219,2,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,3,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2420. SURULERE (LAGOS),1. URBAN,300,249221,1,1. YES,1. YES,2. NO,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2,3,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2420. SURULERE (LAGOS),1. URBAN,300,249222,2,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2420. SURULERE (LAGOS),1. URBAN,300,249223,2,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2,3,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2420. SURULERE (LAGOS),1. URBAN,300,249224,1,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2,2,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2420. SURULERE (LAGOS),1. URBAN,300,249225,701,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,1. YES,1. YES,2,3,3,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2420. SURULERE (LAGOS),1. URBAN,300,249226,2,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,3,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2420. SURULERE (LAGOS),1. URBAN,300,249228,2,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,2,3,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2409. IBEJU LEKKI,1. URBAN,0,249232,1,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,3,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2420. SURULERE (LAGOS),1. URBAN,1580,249233,2,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2,3,4,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2420. SURULERE (LAGOS),1. URBAN,1580,249234,2,1. YES,1. YES,1. YES,2. NO,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,2,,,1. YES,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12. LACK OF MONEY,,,
6. South West,24. Lagos,2420. SURULERE (LAGOS),1. URBAN,1580,249235,1,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,3,3,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2420. SURULERE (LAGOS),1. URBAN,1580,249236,1,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2707. IFO,1. URBAN,0,249238,2,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,3,3,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2420. SURULERE (LAGOS),1. URBAN,1580,249239,1,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,3,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2420. SURULERE (LAGOS),1. URBAN,1580,249240,1,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,3,3,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2707. IFO,1. URBAN,0,249241,1,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,3,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2401. AGEGE,1. URBAN,396,249242,5101,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,1. YES,2. NO,3,3,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2401. AGEGE,1. URBAN,884,249243,1,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,3,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2401. AGEGE,1. URBAN,884,249244,1,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,1. YES,2,,,1. YES,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12. LACK OF MONEY,,,
6. South West,24. Lagos,2403. ALIMOSHO,1. URBAN,1444,249247,2,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,1. YES,1. YES,2. NO,2,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2404. AMUWO ODOFIN,1. URBAN,1342,249250,2,2. NO,2. NO,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2,3,3,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
1. North Central,23. Kwara,2310. ISIN,1. URBAN,0,249253,1,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,1. YES,1. YES,2,3,,1. YES,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,5. FOOD IN THE MARKET WAS VERY EXPENSIVE,12. LACK OF MONEY,,
6. South West,24. Lagos,2410. IFAKO IJAIYE,1. URBAN,2522,249257,2,1. YES,1. YES,1. YES,2. NO,1. YES,2. NO,2. NO,2. NO,1. YES,1. YES,2,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2410. IFAKO IJAIYE,1. URBAN,0,249258,101,1. YES,1. YES,1. YES,2. NO,1. YES,2. NO,2. NO,2. NO,1. YES,2. NO,2,3,,1. YES,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12. LACK OF MONEY,,,
6. South West,24. Lagos,2416. MUSHIN,1. URBAN,2028,249264,1,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,2,2,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2418. OSHODI,1. URBAN,1090,249267,1401,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2420. SURULERE (LAGOS),1. URBAN,10,249275,5101,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2420. SURULERE (LAGOS),1. URBAN,10,249276,1,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2420. SURULERE (LAGOS),1. URBAN,300,249278,2,1. YES,1. YES,1. YES,2. NO,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,2,,,1. YES,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12. LACK OF MONEY,,,
6. South West,24. Lagos,2403. ALIMOSHO,1. URBAN,0,249279,2,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
1. North Central,25. Nasarawa,2504. KARU,2. RURAL,222,250011,1,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
1. North Central,25. Nasarawa,2504. KARU,2. RURAL,222,250012,1,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
1. North Central,25. Nasarawa,2504. KARU,2. RURAL,0,250013,2,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,3,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
1. North Central,25. Nasarawa,2504. KARU,2. RURAL,222,250014,2,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,3,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,18. Kaduna,1802. CHIKUN,2. RURAL,0,250015,1,2. NO,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,3,3,,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,3. INADEQUATE HOUSEHOLD FOOD STOCKS DUE TO SMALL LAND SIZE,,,
1. North Central,25. Nasarawa,2504. KARU,2. RURAL,222,250016,4,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,3,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
1. North Central,25. Nasarawa,2504. KARU,2. RURAL,222,250017,1,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
1. North Central,25. Nasarawa,2504. KARU,2. RURAL,222,250018,2,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,3,3,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
1. North Central,25. Nasarawa,2504. KARU,2. RURAL,222,250019,1,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,3,3,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
1. North Central,25. Nasarawa,2504. KARU,2. RURAL,222,250020,1,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,3,7,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
1. North Central,25. Nasarawa,2503. DOMA,2. RURAL,1350,259001,1,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,3,3,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
1. North Central,25. Nasarawa,2503. DOMA,2. RURAL,1350,259002,1,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,3,3,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
1. North Central,25. Nasarawa,2503. DOMA,2. RURAL,1350,259003,1,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,3,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
1. North Central,25. Nasarawa,2503. DOMA,2. RURAL,1350,259004,2,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
1. North Central,25. Nasarawa,2503. DOMA,2. RURAL,1350,259007,2,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,3,3,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
1. North Central,25. Nasarawa,2503. DOMA,2. RURAL,1350,259008,2,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,1. YES,2. NO,2,3,3,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
1. North Central,25. Nasarawa,2503. DOMA,2. RURAL,1350,259009,2,1. YES,1. YES,2. NO,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2,2,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
